Datum;Uhrzeit;Deutschland/Luxemburg[Euro/MWh];Dänemark 1[Euro/MWh];Dänemark 2[Euro/MWh];Frankreich[Euro/MWh];Italien (Nord)[Euro/MWh];Niederlande[Euro/MWh];Polen[Euro/MWh];Schweden 4[Euro/MWh];Schweiz[Euro/MWh];Slowenien[Euro/MWh];Tschechien[Euro/MWh];Ungarn[Euro/MWh];Österreich[Euro/MWh];Deutschland/Österreich/Luxemburg[Euro/MWh]
16.12.2015;07:00;-;45,64;45,64;45,64;77,99;45,64;-;45,64;74,04;74;41,3;62,02;-;45,64
16.12.2015;08:00;-;45,44;45,44;45,44;96,96;45,44;45,44;45,44;73,2;71;46,1;61;-;45,44
16.12.2015;09:00;-;41,82;44,39;44,39;91,41;44,39;44,39;44,39;72,19;71;44,94;59,89;-;44,39
16.12.2015;10:00;-;41,78;42,44;42,44;81,01;42,44;42,44;42,44;72,96;80;42,9;59,89;-;42,44
16.12.2015;11:00;-;41,79;44;44;77,4;44;44;44;70,41;68;43,1;59,58;-;44
16.12.2015;12:00;-;41,69;42,32;42,32;64,42;42,32;44,64;42,32;70,25;64,42;41,26;60,11;-;42,32
16.12.2015;13:00;-;41,71;43,01;43,01;64,66;43,01;46,41;43,01;70,04;64,66;41,21;60,11;-;43,01
16.12.2015;14:00;-;40,2;40,2;40,2;69,3;40,2;43,45;40,2;74,09;60,1;40,26;57,67;-;40,2
16.12.2015;15:00;-;41,37;42,39;41,37;77,99;41,37;45,05;42,39;73,97;71;41,01;57,89;-;41,37
16.12.2015;16:00;-;41,67;50,95;41,67;92,01;41,67;50,95;50,95;71,88;73;41,5;62,1;-;41,67
16.12.2015;17:00;-;45,47;49,03;45,47;115;45,47;49,03;49,03;72,16;57,1;46,1;60,11;-;45,47
16.12.2015;18:00;-;43,23;43,59;43,23;90;43,23;43,59;43,59;72,4;57,1;41,1;55,01;-;43,23
16.12.2015;19:00;-;38,82;38,82;42,25;83,99;39,59;40,42;38,82;71,94;61;36,39;54,99;-;39,18
16.12.2015;20:00;-;33,75;33,75;39,27;77,99;34,59;35,78;33,75;69,91;50;33;50,08;-;33,75
16.12.2015;21:00;-;29,74;29,74;34,67;77,99;31,11;32,8;29,74;69,42;36;28,79;33,27;-;30,47
16.12.2015;22:00;-;24,66;24,66;33,79;71,63;33,44;33,01;24,66;68,24;52;28,57;46,36;-;33,38
16.12.2015;23:00;-;20,84;20,84;41,15;70,99;26;28,48;20,84;64,93;35,01;26;36;-;25,98
17.12.2015;00:00;-;19,68;19,68;23,1;48,2;23,1;30,05;19,68;52,43;35,1;24,54;33,15;-;23,1
17.12.2015;01:00;-;19,19;19,19;22,42;41,96;22,42;27,58;19,19;46;35,01;25,01;31,02;-;22,42
17.12.2015;02:00;-;18,97;18,97;21,25;40,63;21,25;26,88;18,97;43,07;21,34;22,73;26,44;-;21,25
17.12.2015;03:00;-;18,92;18,92;19,55;40,5;19,55;27,47;18,92;41,81;20,44;21,99;25,02;-;19,55
17.12.2015;04:00;-;19,59;19,59;20,24;40,5;20,24;27,53;19,59;42,36;35,01;23,2;28,73;-;20,24
17.12.2015;05:00;-;20,17;20,2;23,45;45,41;23,45;30,75;20,2;49,92;40,01;24,71;35,16;-;23,45
17.12.2015;06:00;-;25,2;25,2;31,21;70,5;31,21;32,63;25,2;70,97;50;30,31;55,1;-;31,21
17.12.2015;07:00;-;39,01;39,01;40,56;71,63;40,04;39,01;39,01;72,49;51,1;41,48;60,44;-;39,97
17.12.2015;08:00;-;40,3;40,41;41,4;73,01;41,4;40,41;40,41;74,03;69;42,01;60,22;-;41,4
17.12.2015;09:00;-;40,25;40,39;41,38;76,23;41,38;40,39;40,39;74,01;72;40,5;57,08;-;41,38
17.12.2015;10:00;-;35,85;35,85;40,02;72;40,02;38,17;35,85;73,78;51,1;38,44;54,02;-;40,02
17.12.2015;11:00;-;37,58;39,89;40,87;70,5;40,87;40,33;39,89;73,99;41,14;37,64;42,02;-;40,87
17.12.2015;12:00;-;35,24;35,24;36,21;60;36,21;39,05;35,24;66,52;43,17;37,01;50,04;-;36,21
17.12.2015;13:00;-;34,49;34,49;35,34;62,32;35,34;41,96;34,49;66,5;50;37,89;51,77;-;35,34
17.12.2015;14:00;-;33,91;33,91;34,74;67,55;34,74;40,91;33,91;70,72;50;41,97;51,51;-;34,74
17.12.2015;15:00;-;35,2;35,2;35,2;71,63;35,2;44,32;35,2;73,45;60;39,23;55,93;-;35,2
17.12.2015;16:00;-;35,24;38,25;39,19;75,27;39,19;46,55;38,25;74,05;74;43,21;60,44;-;39,19
17.12.2015;17:00;-;37,53;40,41;41,4;100,9;41,4;46,15;40,41;74,08;51,1;42,72;57,99;-;41,4
17.12.2015;18:00;-;35,19;35,24;40,01;82,23;40,01;44,41;35,24;74;51,1;39,69;55,99;-;40,01
17.12.2015;19:00;-;28,29;28,29;39,13;77,9;38,34;40,26;28,29;73,3;51,1;35,76;53,42;-;38,22
17.12.2015;20:00;-;20,97;21,19;37,28;75,89;33,51;38,53;21,19;72,67;60;33;54,59;-;32,63
17.12.2015;21:00;-;20,35;20,68;30,14;73,6;32,56;33,09;20,68;71,92;57,1;28,47;42,01;-;28,92
17.12.2015;22:00;-;19,7;19,7;34,31;71,63;29,94;32,61;19,7;70,43;46,1;27,5;42;-;28,42
17.12.2015;23:00;-;18,86;18,86;35,79;61,99;24,96;30,01;18,86;67,05;22;23,03;31,11;-;24,09
18.12.2015;00:00;-;17,34;17,34;28,77;52,07;34,82;30,23;17,34;49,41;21,18;22,4;33,53;-;25,93
18.12.2015;01:00;-;16,76;16,76;27,15;47,49;24,06;28,09;16,76;42,95;24,17;22;30,64;-;24,06
18.12.2015;02:00;-;16,32;16,32;25,86;44,1;23,22;27,21;16,32;41,25;33;20,3;24,95;-;23,22
18.12.2015;03:00;-;16,36;16,36;21,88;44,01;21,88;27,18;16,36;40,6;20,98;20;24,97;-;21,88
18.12.2015;04:00;-;16,98;16,98;22,58;44,01;22,58;29,61;16,98;40,51;21,25;21;29,09;-;22,58
18.12.2015;05:00;-;17,51;17,51;27,9;49,19;25,77;33,41;17,51;44,93;46,19;23;35,02;-;25,77
18.12.2015;06:00;-;18,53;18,53;36,27;65,5;30,02;35,52;18,53;68,93;27,91;29,33;38,62;-;30,02
18.12.2015;07:00;-;19,8;19,8;43,01;71,93;36,61;37,43;19,8;71,93;50;37,7;54,18;-;36,61
18.12.2015;08:00;-;20,29;20,29;40,78;78,24;37;42,11;20,29;72,43;46;39,5;52,57;-;36,64
18.12.2015;09:00;-;20,14;20,14;40,2;74,39;38,22;44,39;20,14;71,94;38,16;39,66;46,05;-;37,32
18.12.2015;10:00;-;19,97;19,97;40,2;69,2;39,41;43,16;19,97;70,91;36,99;39,01;43,3;-;39,11
18.12.2015;11:00;-;19,68;19,68;38,01;69;38,01;44,73;19,68;69,08;36,67;39;40,91;-;38,01
18.12.2015;12:00;-;19,17;19,17;40,44;58,97;37,58;44,52;19,17;62,74;35,01;37,07;44,41;-;36,67
18.12.2015;13:00;-;18,73;18,73;38,23;61,65;35,56;44,62;18,73;63,21;34,8;37,01;45,51;-;34,56
18.12.2015;14:00;-;18,59;18,59;34,95;67;34,95;44,36;18,59;67,02;35,01;37;46,63;-;34,95
18.12.2015;15:00;-;18,64;18,64;34,64;70,45;34,64;45,2;18,64;70,5;40;38;50,52;-;34,64
18.12.2015;16:00;-;18,84;18,84;39,03;74,69;39,03;47,06;18,84;71,1;50;40;60,17;-;39,03
18.12.2015;17:00;-;18,88;18,88;42;98,95;42;45,71;18,88;71,61;59,85;41,59;60,05;-;42
18.12.2015;18:00;-;18,56;18,56;42,11;76,16;41,29;44,47;18,56;71,09;52;39,04;58,99;-;40,97
18.12.2015;19:00;-;18,13;18,13;42,43;70;39,57;40,66;18,13;70,96;50,1;36,55;57,73;-;38,65
18.12.2015;20:00;-;17,66;17,66;35,5;67;34,94;36,46;17,66;70,94;46;31,2;53,34;-;32,83
18.12.2015;21:00;-;17,58;17,58;30,32;66,28;30,32;33,49;17,58;70,45;34,81;28,75;44,8;-;30,32
18.12.2015;22:00;-;16,65;16,65;31,18;64,12;32,44;32,72;16,65;66,95;49;28,25;48,18;-;30,53
18.12.2015;23:00;-;15,46;15,46;38,64;58;29,99;29,07;15,46;59,41;50,01;24,2;40,36;-;27,17
19.12.2015;00:00;-;6,64;14,62;29,25;58,26;45,49;-;14,62;49,59;57;25,8;39,04;-;23,47
19.12.2015;01:00;-;13,82;13,82;26,37;50;39,99;-;13,82;45,42;50;24;34,92;-;21,52
19.12.2015;02:00;-;13,37;13,37;23,29;47,64;23,29;-;13,37;44,29;47,64;22,9;30,67;-;23,29
19.12.2015;03:00;-;13,2;13,2;22,18;43,9;27,08;-;13,2;42,86;43,9;21;28,15;-;20,45
19.12.2015;04:00;-;13,6;13,6;19,62;44;19,62;-;13,6;40,66;44;22,25;29,89;-;19,62
19.12.2015;05:00;-;14,08;14,08;19;46,92;19,14;-;14,08;42,8;46,92;22,01;33,12;-;18,96
19.12.2015;06:00;-;14,91;14,91;21,9;49,26;22,05;-;14,91;50,01;49,26;22,91;33,12;-;21,84
19.12.2015;07:00;-;15,46;15,46;26,64;56,4;34,94;-;15,46;59,56;56,4;25,3;48,01;-;23,9
19.12.2015;08:00;-;15,54;15,54;30,58;60;32,27;-;15,54;65,91;60;28,95;50,45;-;29,28
19.12.2015;09:00;-;15,93;15,93;36,42;60,91;48,4;-;15,93;66,3;60,91;31;50,9;-;30,08
19.12.2015;10:00;-;16,24;16,24;35,57;60,12;52,6;-;16,24;65,04;60,12;29,44;50,07;-;30,07
19.12.2015;11:00;-;16,21;16,21;34,48;50;49,96;-;16,21;61,02;50;30,25;50,05;-;30,09
19.12.2015;12:00;-;16,02;16,02;34,53;47,63;50,04;-;16,02;51,88;47,63;29,24;50,9;-;30,01
19.12.2015;13:00;-;15,97;15,97;30,8;44,58;39,53;-;15,97;50,05;44,58;27,52;46,81;-;28,31
19.12.2015;14:00;-;16,23;16,23;29,57;47,64;31,34;-;16,23;51,43;47,64;27,26;50,02;-;29,08
19.12.2015;15:00;-;16,75;16,75;31,21;53,45;31,21;-;16,75;56,04;53,45;28,22;56,51;-;31,21
19.12.2015;16:00;-;17,25;17,29;33,01;59,63;33,01;-;17,29;63,02;59,63;31,16;62,23;-;33,01
19.12.2015;17:00;-;17,41;17,41;39,37;67;39,37;-;17,41;68,95;67;36,28;61,88;-;39,37
19.12.2015;18:00;-;17,08;17,43;38,76;67;39,94;35,41;17,43;68,97;67;35,44;60,23;-;38,44
19.12.2015;19:00;-;16,62;16,83;32,14;70;34,94;34,53;16,83;67,94;70;32,4;58,52;-;31,32
19.12.2015;20:00;-;15,99;15,99;28,81;65;32;34,02;15,99;65,01;64;27,48;54,9;-;27,9
19.12.2015;21:00;-;15,56;15,56;24,59;59,5;28,29;31,98;15,56;62,75;59,5;24,57;50,08;-;23,49
19.12.2015;22:00;-;15,25;15,25;28,82;58,94;30;31,84;15,25;54,02;58,94;23,93;46,67;-;23,44
19.12.2015;23:00;-;14,78;14,78;27,34;48,28;29,62;27,88;14,78;48,66;48,28;21;36,39;-;16,72
20.12.2015;00:00;-;12,53;12,53;20,27;45,8;18,07;-;12,53;45,74;45,8;22;45,03;-;17,93
20.12.2015;01:00;-;10,92;10,92;15,96;41,19;15,96;-;10,92;42,08;41,19;17;39,87;-;15,96
20.12.2015;02:00;-;10,06;10,06;14,29;39,19;14,29;-;10,06;38,91;15,6;16,11;33,45;-;14,29
20.12.2015;03:00;-;9,26;9,26;11,36;38,93;11,36;-;9,26;36,77;14,53;15,45;29,02;-;11,36
20.12.2015;04:00;-;9,4;9,4;12,51;38,06;12,51;-;9,4;34,67;13,5;15,45;29,02;-;12,51
20.12.2015;05:00;-;7,75;7,75;7,75;40;7,75;-;7,75;37,51;15,61;15,06;31,01;-;7,75
20.12.2015;06:00;-;9,64;9,64;9,77;39,99;9,77;-;9,64;36,98;39,01;15;20,98;-;9,77
20.12.2015;07:00;-;10,85;10,85;11,21;41;11,21;-;10,85;39,61;15,75;15,5;29,02;-;11,21
20.12.2015;08:00;-;12,72;12,72;16,18;43;16,18;25,51;12,72;41,59;17,95;17,2;33;-;16,18
20.12.2015;09:00;-;13,88;13,88;17,62;44,69;26,71;26,55;13,88;44,03;43,08;20,25;43,07;-;15,42
20.12.2015;10:00;-;14,34;14,34;18,41;47,62;28,25;30,93;14,34;45,93;43,07;21,5;43,06;-;16,01
20.12.2015;11:00;-;14,39;14,39;19,77;46,79;28,24;31,05;14,39;44,89;44,87;24;44,86;-;17,94
20.12.2015;12:00;-;14,29;14,29;19,84;45,02;33,74;31,04;14,29;44,93;45,02;24;45,01;-;16,8
20.12.2015;13:00;-;14,31;14,31;21,41;41;30;31,11;14,31;43,08;39;20,81;41,35;-;14,97
20.12.2015;14:00;-;14,45;14,45;19,01;42,89;31;31,12;14,45;42,36;31,08;20,76;35,08;-;15,96
20.12.2015;15:00;-;14,84;14,84;17,64;47,71;26,7;31,75;14,84;48,93;21,12;22,7;48,04;-;15,73
20.12.2015;16:00;-;15,51;15,51;24,57;50,72;30;34,44;15,51;55,08;50,72;32,7;60,03;-;23,38
20.12.2015;17:00;-;15,62;15,62;30,67;64,42;50,22;34,44;15,62;63,04;58,01;42,1;60,25;-;26,34
20.12.2015;18:00;-;15,41;15,41;34,53;61,8;54,94;33,26;15,41;62,7;61,8;38,4;60,03;-;29,73
20.12.2015;19:00;-;14,79;14,79;35,23;61,99;48,96;34,2;14,79;62,93;61,99;41,3;59,36;-;29,14
20.12.2015;20:00;-;14,36;14,36;32,95;63,1;35;31,97;14,36;61,86;57;27,4;50,07;-;25,74
20.12.2015;21:00;-;14,16;14,16;24,8;57,5;27,7;30,59;14,16;56,37;57,5;24;50,01;-;19,92
20.12.2015;22:00;-;13,36;13,36;29,17;50;34,94;24,95;13,36;49,94;50;23,35;48,09;-;18,87
20.12.2015;23:00;-;10,75;10,75;29,43;43,5;32;19,97;10,75;44,17;39;17,4;26,36;-;13,02
21.12.2015;00:00;-;8,71;8,71;22,15;43,83;30,12;-;8,71;41,38;43,83;16,2;33;-;19,02
21.12.2015;01:00;-;6,4;6,4;17,83;40,59;27,28;-;6,4;38,01;13,13;17,3;23;-;14,49
21.12.2015;02:00;-;5,31;5,31;18,54;39,16;28,91;-;5,31;35,41;10,5;17,2;17,73;-;14,35
21.12.2015;03:00;-;6,02;6,02;12,68;38,28;13,35;-;6,02;35,12;10;16,3;16,74;-;12,44
21.12.2015;04:00;-;9,48;9,48;13,39;38;13,39;-;9,48;35,15;38;17,3;26,36;-;13,39
21.12.2015;05:00;-;13,46;13,46;17,6;41,34;17,6;-;13,46;43,05;41,34;18,5;36;-;17,6
21.12.2015;06:00;-;14,44;14,44;27,4;53,33;27,4;32,8;14,44;57,07;53,33;25,2;44,74;-;27,4
21.12.2015;07:00;-;16,41;16,41;41,52;65;34,03;34,13;16,41;62,96;65;29,8;56,12;-;34,03
21.12.2015;08:00;-;16,55;16,55;44,38;66,1;40,05;37,69;16,55;66,95;66,1;34,8;54,71;-;40,05
21.12.2015;09:00;-;16,35;16,35;44,89;69,8;40,5;40,54;16,35;67,35;69,8;36;52,08;-;40,5
21.12.2015;10:00;-;16,23;16,23;41,31;65,45;37,44;40,43;16,23;65,93;65,45;36,1;50,1;-;37,44
21.12.2015;11:00;-;15,86;15,86;40,35;62,51;35,85;40,64;15,86;65,24;62,51;40,98;54,71;-;35,85
21.12.2015;12:00;-;15,73;15,73;36,5;57,66;38;40,64;15,73;59,6;57,66;44,6;55,08;-;34,17
21.12.2015;13:00;-;15,71;15,71;38,74;57,39;28,73;40,57;15,71;60,39;57,39;44,6;55,04;-;28,73
21.12.2015;14:00;-;15,71;15,71;31,27;65;32,96;39,89;15,71;63,05;65;44,6;55,05;-;29,18
21.12.2015;15:00;-;16,1;16,1;30,34;69,37;30,96;40,06;16,1;64,1;69,37;50;55,06;-;29,59
21.12.2015;16:00;-;16,29;16,29;35,33;71,7;40,59;47,78;16,29;69,33;71,7;50;60,03;-;29,03
21.12.2015;17:00;-;16,29;16,29;40,87;82,03;48,85;45,07;16,29;70,73;82,03;44,4;57,59;-;32,18
21.12.2015;18:00;-;16,03;16,03;41,36;69,48;47,44;40,66;16,03;69,32;69,48;39,42;53,16;-;32,92
21.12.2015;19:00;-;15,14;15,14;39,69;68,1;45;39,75;15,14;66,93;68,1;39,73;50,04;-;28,94
21.12.2015;20:00;-;14,2;14,2;36,36;63;32,99;39,22;14,2;63,08;63;26,23;40,05;-;21,85
21.12.2015;21:00;-;13,85;13,85;32,43;58;32,44;37,32;13,85;61,15;58;19,03;45,01;-;13,85
21.12.2015;22:00;-;12,03;12,03;38,17;54,87;37;31,61;12,03;57,05;54,87;15,5;55,01;-;12,58
21.12.2015;23:00;-;-0,01;5,63;36,36;47,4;32,44;27,9;5,63;50,9;47,4;9,5;50,02;-;-0,01
22.12.2015;00:00;-;-12,13;1,93;33,25;42,89;26,85;-;6,99;43,53;42,89;4,21;31,23;-;-19,98
22.12.2015;01:00;-;-13,31;-8,38;23,71;41,89;23,71;-;5,29;41,1;41,89;2,5;28,8;-;-23,06
22.12.2015;02:00;-;-10,05;-10,05;19,1;39,5;29,61;-;5,08;40,12;39,5;22,5;22,5;-;-10,05
22.12.2015;03:00;-;0,07;0,07;6,4;39,5;19,22;-;5,15;39,57;39,5;8;16,67;-;0,07
22.12.2015;04:00;-;7,84;7,84;7,91;38,92;8,1;-;7,84;39,53;38,92;7,35;29,02;-;7,84
22.12.2015;05:00;-;12,43;12,43;12,45;41,5;12,53;26,07;12,43;41,55;41,5;13,2;40,81;-;12,43
22.12.2015;06:00;-;14,86;14,86;22,33;52,35;22,33;-;14,86;52,02;52,35;22,6;49,21;-;22,33
22.12.2015;07:00;-;15,67;15,67;41,61;66;34,95;33,39;15,67;60,9;66;29;59,61;-;34,95
22.12.2015;08:00;-;15,84;15,84;39,26;65,53;33,82;34,4;15,84;63,92;65,53;34,2;59,04;-;33,82
22.12.2015;09:00;-;15,39;15,39;41,3;73,35;31,99;-;15,39;64,3;73,35;34,5;56,87;-;31,99
22.12.2015;10:00;-;15,59;15,59;38,93;66;28,99;-;15,59;62,65;66;31;54,93;-;28,99
22.12.2015;11:00;-;15,48;15,48;35,78;62;34,94;38,82;15,48;59,94;62;27,9;53,16;-;26,9
22.12.2015;12:00;-;15,35;15,35;33,56;56,85;37,44;39,5;15,35;55,01;56,85;25,5;53,1;-;24,95
22.12.2015;13:00;-;15,25;15,25;36,21;55;36,08;42,29;15,25;54,98;55;29;53,15;-;17,78
22.12.2015;14:00;-;15,35;15,35;33,09;64,19;37,05;42,34;15,35;59,92;64,19;27,72;55,38;-;17,16
22.12.2015;15:00;-;15,83;15,83;30,94;68,25;33,4;41,39;15,83;62,93;68,25;34,3;59,5;-;20,36
22.12.2015;16:00;-;15,96;15,96;32,84;66;34,98;43,34;15,96;65,93;66;34,3;66,09;-;25,28
22.12.2015;17:00;-;15,92;15,92;38,67;66;41,38;42,26;15,92;66,98;66;30,05;75,96;-;30,03
22.12.2015;18:00;-;15,28;15,28;39,52;66,6;40;39,83;15,28;65,96;66,6;30,16;62,05;-;29,38
22.12.2015;19:00;-;14,92;14,92;41,04;65,75;33;38,81;14,92;63,85;65,75;28,77;60,06;-;27,98
22.12.2015;20:00;-;14,67;14,67;34,03;60,2;26,5;37,77;14,67;60,4;60,2;25;51,07;-;25,92
22.12.2015;21:00;-;14,66;14,66;29,79;57,76;32,44;33,03;14,66;57,08;57,76;18,6;45,07;-;16,71
22.12.2015;22:00;-;14,09;14,09;31,11;54,21;27,63;27,94;14,09;53,31;54,21;16,33;56,08;-;14,26
22.12.2015;23:00;-;11,36;11,36;22,19;47,13;28,32;23,32;11,36;47,35;47,13;9,4;47,01;-;11,36
23.12.2015;00:00;-;10,05;10,05;16,64;42,8;10,26;-;10,05;43,35;42,8;7,3;34,54;-;10,05
23.12.2015;01:00;-;7,93;7,93;12,04;40,5;8,19;-;7,93;41,1;40;11;32,24;-;7,93
23.12.2015;02:00;-;3,04;3,04;10,65;38,81;3,43;-;3,54;39,24;5;12;19,95;-;3,04
23.12.2015;03:00;-;0,83;0,83;1,96;37,98;4,63;-;4,48;39,01;3,12;3,2;16,41;-;0,83
23.12.2015;04:00;-;1,89;1,89;2,94;37,29;6,6;-;6,39;38,13;37,29;1,25;31,26;-;-0,08
23.12.2015;05:00;-;7,8;9,26;13,62;39,84;14,05;24,39;9,26;42,16;39,84;7;36;-;7,8
23.12.2015;06:00;-;12,21;12,85;25,71;50,78;28,2;30,96;12,85;54,06;22,5;8,5;46,84;-;12,21
23.12.2015;07:00;-;13,82;13,82;34,26;64,15;32;35,67;13,82;64,52;64,15;17,5;60,08;-;14,46
23.12.2015;08:00;-;14,22;14,22;41,62;64,22;35;34,75;14,22;65,01;62;24;60,3;-;18,02
23.12.2015;09:00;-;14,21;14,21;33,89;66;33;-;14,21;66,01;62;21;60,08;-;16,04
23.12.2015;10:00;-;14,12;14,12;40,68;64,15;31;-;14,12;63,54;64,15;21;60,08;-;16,01
23.12.2015;11:00;-;13,98;13,98;40,66;60,88;32;36,65;13,98;61,57;60,88;22;60,08;-;16,06
23.12.2015;12:00;-;13,68;13,68;40,9;54,92;32,44;-;13,68;54,29;54,92;21;57,52;-;15,27
23.12.2015;13:00;-;13,48;13,48;40,97;52,32;32;-;13,48;54,64;52,32;20;56,66;-;16,53
23.12.2015;14:00;-;13,42;13,42;39,01;59;33;-;13,42;60,95;59;27,4;60,3;-;22,43
23.12.2015;15:00;-;13,7;13,7;37,56;62,8;37,44;-;13,7;63,92;62;37,9;61,13;-;25,99
23.12.2015;16:00;-;14,06;14,06;31,18;60,5;41,74;44,19;14,06;62,79;60,5;38;62,96;-;28,94
23.12.2015;17:00;-;14,14;14,14;40,18;63,47;45;45,96;14,14;64,01;63,47;43,3;62,08;-;39
23.12.2015;18:00;-;13,89;13,89;43,9;63,57;54,94;42,09;13,89;63,35;63,57;41,86;61,63;-;41,27
23.12.2015;19:00;-;13,45;13,45;44,95;63,21;40,51;38,3;13,45;62,97;63,21;39,7;60,3;-;39,71
23.12.2015;20:00;-;13,33;13,33;34,1;58,52;31,73;36,05;13,33;58,01;58,52;36,7;54,76;-;31,24
23.12.2015;21:00;-;13,23;13,23;35,11;54;33,97;33,17;13,23;55,06;54;33,5;40,19;-;29
23.12.2015;22:00;-;12,83;12,83;30,54;47,9;30,54;30,09;12,83;51,16;47,9;30,54;50,55;-;30,54
23.12.2015;23:00;-;11,31;11,31;28,83;43,4;29,96;24,48;11,31;44,16;27,59;25,84;33,48;-;25,91
24.12.2015;00:00;-;9,92;9,92;25,94;41,69;25,94;-;9,92;42,24;41,69;20,6;31,22;-;25,94
24.12.2015;01:00;-;9,14;9,14;20,2;39,52;20,2;-;9,14;38,09;31,28;17,94;26,35;-;20,2
24.12.2015;02:00;-;8,73;8,73;17,27;38,29;17,27;-;8,73;35,1;29,56;16,6;19,93;-;17,27
24.12.2015;03:00;-;8,57;8,57;15,28;37,61;15,28;-;8,57;33,99;28,63;14,79;14,79;-;15,28
24.12.2015;04:00;-;8,72;8,72;10,52;33;10,52;-;8,72;29,93;25,33;14,8;18,9;-;10,52
24.12.2015;05:00;-;9,6;9,6;10,5;39,29;10,5;-;9,6;18,12;33,28;16,3;32,99;-;10,5
24.12.2015;06:00;-;10,07;10,07;14,53;45,8;14,53;31,16;10,07;40,21;36,27;19;20,77;-;14,53
24.12.2015;07:00;-;10,48;10,48;25,27;58,94;30,32;32,24;10,48;44,77;55;21,4;39,86;-;24,24
24.12.2015;08:00;-;11,34;11,96;30,27;59,19;36,95;33,98;11,96;45,47;55;24;41,85;-;29,13
24.12.2015;09:00;-;12,2;14,18;29,99;58,34;39,6;35,78;14,18;44,08;58,34;23,2;44,19;-;28,15
24.12.2015;10:00;-;12,33;14,91;30,52;55,88;39,5;34,92;14,91;44,93;55,88;21,3;35,43;-;28,81
24.12.2015;11:00;-;12,16;14,8;25,92;52,4;32,72;34,95;14,8;44,94;52,4;21,6;39,85;-;24,65
24.12.2015;12:00;-;11,4;14,51;24,35;45,12;31;34,88;14,51;44,18;45,12;19,48;35,65;-;23,12
24.12.2015;13:00;-;10,9;13,9;20,46;41,79;32,44;34,93;13,9;40,22;41,79;17,84;33,43;-;18,24
24.12.2015;14:00;-;11,22;13,24;19,2;45,16;36,02;34,59;13,24;43,56;45,16;16,25;41,08;-;16,1
24.12.2015;15:00;-;11,45;13,95;19,08;46,41;34,94;33,68;13,95;44,07;46,41;19;47,74;-;16,13
24.12.2015;16:00;-;12,25;13,98;20,7;56;32;34,82;13,98;43,6;56;37,74;60;-;18,65
24.12.2015;17:00;-;11,62;12,07;25,59;59,95;30,3;29,96;12,07;52,91;59,95;21,93;60;-;24,64
24.12.2015;18:00;-;10,47;11,29;26,37;56,01;35,44;17,18;11,29;51,13;56,01;18,79;57,79;-;17,09
24.12.2015;19:00;-;10,46;10,46;25,39;53;38,67;17,15;10,46;52,93;53;15,1;55,08;-;10,55
24.12.2015;20:00;-;8,49;8,57;21,96;46,85;35;17,15;8,57;49,51;46,85;9,03;41,85;-;8,49
24.12.2015;21:00;-;4,04;8,07;20,5;43,36;33,1;17,11;8,07;47,72;43,36;5,82;33,43;-;4,04
24.12.2015;22:00;-;7,34;7,34;30,19;43;30,89;17,12;7,34;44,95;43;6,2;36;-;7,34
24.12.2015;23:00;-;0,9;0,9;31;41,5;32,76;16,4;4,03;40,03;41,5;-0,5;31,22;-;0,9
25.12.2015;00:00;-;0,01;0,01;19,95;41,5;40;-;3,18;31,95;39,25;0,4;33,4;-;0,01
25.12.2015;01:00;-;-0,96;-0,96;19,66;35,8;28,2;-;1,83;31,94;27;-0,8;33,4;-;-0,96
25.12.2015;02:00;-;0,02;0,02;12,61;31,59;21,94;-;0,46;20,27;29;-0,1;28,12;-;0,02
25.12.2015;03:00;-;0,09;0,32;4,77;30,5;14,07;-;0,32;16,03;13,3;-1,3;26,33;-;0,09
25.12.2015;04:00;-;3,04;3,04;6,26;31;6,6;-;3,04;9,64;0,1;-0,7;24,94;-;3,27
25.12.2015;05:00;-;4,08;4,08;12,24;31,5;12,33;-;4,08;21,78;0,3;-0,1;32,96;-;4,08
25.12.2015;06:00;-;4,01;4,01;8,51;39,31;15,94;17,36;4,01;16,07;1,6;1;26,33;-;4,01
25.12.2015;07:00;-;4,44;5,31;13,73;39,49;33,98;17,31;5,31;17,75;2,5;7;33,28;-;4,44
25.12.2015;08:00;-;9,59;9,59;14,13;39,33;21,02;17,36;9,59;20,15;4,87;12,6;33,4;-;11,45
25.12.2015;09:00;-;10,11;10,11;18,59;38,97;36,39;18,85;10,11;27,04;9,11;14,18;33,4;-;12,93
25.12.2015;10:00;-;10,55;10,55;18,03;41,71;35,7;19,5;10,55;17,08;11,99;15,5;33,4;-;12,84
25.12.2015;11:00;-;10,68;11,01;18,04;40,47;34,94;19,98;11,01;17,2;12,6;15,2;33,4;-;13,63
25.12.2015;12:00;-;10,64;11,31;17,72;38,55;36,95;21,19;11,31;16,08;11,38;13,5;31,47;-;12,86
25.12.2015;13:00;-;10,59;11,39;16,08;33,54;32,96;21,11;11,39;15,77;5,24;12,24;26,33;-;11,85
25.12.2015;14:00;-;10,72;11,88;15,58;35,09;29,64;21,42;11,88;12,99;1,02;13,2;25,09;-;12,06
25.12.2015;15:00;-;10,99;13,17;16,01;40,48;28,5;20,53;13,17;12,08;1;15;28,54;-;13,17
25.12.2015;16:00;-;12,41;14,08;19,3;43,69;24,99;25,8;14,08;18,08;10,9;19,1;41,81;-;18,04
